ZIP_Code,Population,Part_1_Crime_Count,Part_1_Crime_Per_Capita,Count_Educational_Facility,Count_Public_Safety,Count_Fire_Stations,Count_Police_Stations,Count_Corrective_Facility,Airbnb_Listings_Count_June,Airbnb_Listings_Per_Capita_June,Median_Price_June,Median_Price_Entire_Home/Apt_June,Median_Price_Hotel_Room_June,Median_Price_Private_Room_June ,Median_Price_Shared_Room_June,LAX_Median_Distance_June_(KM),Hollywood_Walk_of_Fame_Median_Distance_June_(KM),Griffith_Park_Median_Distance_June_(KM),Walt_Disney_Concert_Hall_Median_Distance_June_(KM),TCL_Chinese_Theater_Median_Distance_June_(KM),Madame_Tussauds_Median_Distance_June_(KM),Venice_Beach_Median_Distance_June_(KM),Crypto_Arena_Median_Distance_June_(KM),California_Science_Center_Median_Distance_June_(KM),Hollywood_Sign_Median_Distance_June_(KM),La_Brea_Median_Distance_June_(KM),Getty_Center_Median_Distance_June_(KM),Griffith_Observatory_Median_Distance_June_(KM),Universal_Studios_Hollywood_Median_Distance_June_(KM),Aquarium_of_the_Pacific_Median_Distance_June_(KM),Santa_Monica_Pier_Median_Distance_June_(KM),Queen_Mary_Median_Distance_June_(KM),Airbnb_Listings_Count_Sept,Airbnb_Listings_Per_Capita_Sept,LAX_Distance_Median_Sept_(KM)
90270,24218,312,0.01288298,7,1,1,1,0,10,0.000412916,84,83,0,105.5,0,21.82256428,18.5928926,19.65509908,9.782157,19.60738571,19.61982994,26.95654655,10.22386707,10.35278326,20.90718435,18.41627868,28.97803423,18.33903735,23.18739548,25.15898122,29.36520059,26.1259143,11,0.000454208,21.84293533
90274,25059,92,0.00367134,16,4,1,1,0,50,0.001995291,226.5,300,0,86,0,19.10429677,36.55507185,40.71682492,32.34080214,36.47532419,36.44356657,25.52285468,30.83616303,27.56011661,40.19399619,32.13124496,35.00405592,38.65330748,40.34958091,17.78121844,28.59829998,18.43890543,48,0.001915479,19.17225274
90275,40945,235,0.00573941,15,2,0,0,0,135,0.003297106,185,300,0,80,0,22.48694144,39.84909417,44.20603903,35.94255879,39.78320124,39.75197258,28.4765914,34.40736363,31.14654978,43.49033599,35.41899297,38.19643972,42.11326782,43.67131861,18.02754268,31.44856403,18.69130662,129,0.003150568,22.48694144
90277,34844,0,0,10,3,1,1,1,357,0.010245666,189,221.5,399,113.5,33,11.98404083,29.78336882,34.22082344,27.00895684,29.63890948,29.60660885,18.58440619,25.27548809,21.82675518,33.4234965,25.24326749,28.00805125,32.12155607,33.49842182,19.37256265,21.79163474,20.33953726,348,0.009987372,12.00398166
90278,42423,1,0.00002357,10,1,0,0,0,157,0.003700823,145,199,0,88,0,8.598013388,25.95233384,30.34078775,23.06183642,25.83819407,25.80885165,15.82142816,21.31930534,17.85905069,29.59521652,21.4841044,24.7285574,28.24177302,29.74068324,20.30525594,19.13677648,21.40375783,163,0.003842255,8.521875445
90280,91365,4,0.00004378,31,4,1,1,1,47,0.00051442,140.5,142,0,69,0,18.84091629,20.47551533,22.6641407,12.60687823,21.25820274,21.2593539,25.03814253,12.15114818,10.65477558,23.42307739,18.98920891,28.62884102,21.01710073,25.21303854,20.79971939,27.7635181,21.82878084,43,0.00047064,18.8272009
90290,6315,37,0.00585907,2,1,0,0,0,357,0.056532067,209,218,0,157,231,24.43009862,25.38910967,28.84002305,32.60970567,24.07847265,24.03835095,16.85422275,31.13518408,30.08045347,26.32839057,22.73074659,11.80925708,27.97196764,23.56620925,52.58483597,13.52308031,53.72192869,362,0.057323832,24.48202502
90291,26324,5,0.00018994,7,1,0,0,0,1282,0.048700805,241,247,0,171.5,66.5,7.569772143,17.88630079,22.74333222,21.2458347,16.9778404,16.93087078,0.955756859,19.35209577,16.97722497,20.83366665,13.09981995,9.572714292,20.93369333,19.40342424,35.71659332,3.559359017,36.85111001,1259,0.047827078,7.571575781
90292,23982,455,0.01897256,1,2,1,1,0,670,0.02793762,260,274,151,128,0,6.033047767,18.25158191,23.14563259,20.90608815,17.4369837,17.39109086,1.898381776,18.97643129,16.37439956,21.36251615,13.3141746,11.08213296,21.25977616,20.14206793,34.1334927,5.10176845,35.26184824,749,0.031231757,5.986333118
90301,36060,3,0.00008319,20,3,2,2,0,135,0.00374376,122,138,91.5,74.5,0,5.624227077,16.26745505,20.77353715,14.43020901,16.13361994,16.10244417,11.72160108,12.52789277,9.18204523,19.89632136,11.79614562,17.3824917,18.67460023,20.05602627,26.1818829,14.66720632,27.34409733,143,0.003965613,5.56512964
90303,22727,1,0.000044,5,2,1,1,0,87,0.003828046,154.5,171,123,94,0,7.394752138,18.38716885,22.58333393,14.98638044,18.40541756,18.37762207,14.40801332,13.2958983,9.848964887,22.02402574,14.33089004,20.56172879,20.50215213,22.48986926,23.08041618,17.55351502,24.24216668,89,0.003916047,7.327775962
90304,25430,286,0.01124656,8,1,0,0,0,135,0.005308691,129,157.5,128,69.5,59,5.109453523,18.40658278,22.77755883,16.10503419,18.29723096,18.26666813,12.04519616,14.24745856,10.80369421,22.04942404,14.01526309,19.01455473,20.6812905,22.25683718,24.5817449,15.2333986,25.74195465,136,0.005348014,5.117768116
90305,14708,0,0,3,1,0,0,0,76,0.005167256,145,177,0,75.5,0,8.008181782,15.79214023,19.93373692,12.70001386,15.90263829,15.87739632,13.93087361,10.90440913,7.441681402,19.41507512,11.87124749,18.91707537,17.85070765,19.97598913,25.13034223,16.82966286,26.28886699,77,0.005235246,8.004128914
90401,8101,1,0.00012344,3,5,3,3,1,386,0.047648438,237.5,233,0,285,0,11.16299802,18.03884163,22.69214116,22.78390958,16.95611988,16.90835434,3.655084666,20.99340519,19.03805089,20.53750715,13.65950838,7.12465,21.07845649,18.69478343,39.32461702,0.785018281,40.45946453,400,0.04937662,11.14553219
90404,22978,7,0.00030464,7,2,1,1,0,245,0.010662373,153.5,178,0,97.5,0,11.3028058,16.06943238,20.74127359,20.93687308,14.99581938,14.94813273,4.427336594,19.18323258,17.41102998,18.60760101,11.74697621,5.712109769,19.10592588,16.79113376,39.1871158,2.710207477,40.33880158,245,0.010662373,11.24752168
90405,27298,0,0,11,3,1,1,0,359,0.013151147,200,216.5,0,128,83,9.636102205,17.69982151,22.47021612,21.83537054,16.69826749,16.65057256,2.460261144,20.00547944,17.84311989,20.42700572,13.10039187,7.935281113,20.7523968,18.74914138,37.70345437,1.79992007,38.85091673,339,0.012418492,9.589988628
90501,41787,7,0.00016752,14,1,0,0,0,136,0.003254601,120.5,135.5,216,53.5,25,15.55439384,30.31258415,34.15104614,25.51565747,30.45674021,30.43418363,22.90728595,24.08289081,20.84963084,33.89955643,26.45365328,31.59503957,32.12799869,34.57281869,13.28078758,26.22268595,14.35040489,132,0.003158877,15.55581626
90502,18467,216,0.01169654,3,1,1,1,0,44,0.002382628,101,144.5,0,64.5,0,17.30433097,31.22438519,34.95111529,25.99469198,31.42827575,31.4070019,24.83825667,24.66974509,21.55973791,34.7792091,27.51990929,33.09624998,32.93999996,35.5633165,11.18348839,28.17687202,12.25662086,47,0.00254508,17.08644823
90503,43454,3,0.00006904,15,4,1,1,1,97,0.002232246,90,157,0,72,0,12.33984812,29.30377226,33.5418921,25.46264268,29.23210522,29.20245168,19.47179103,23.90557534,20.55928904,32.94698746,24.94223363,28.49738601,31.47220723,33.19122722,17.19334097,22.75902329,18.2342614,95,0.00218622,12.30810256
90504,33084,0,0,11,2,0,0,0,73,0.002206505,144.5,196,264,62,0,10.52610481,26.15455595,30.33577531,22.321169,26.13694201,26.10855365,18.03627093,20.7080485,17.28394665,29.79298781,21.90922498,26.41352478,28.25289072,30.14920701,17.76555668,21.37470611,18.90052003,72,0.002176279,10.52764459
90505,35148,1,0.00002845,12,2,0,0,0,81,0.002304541,105,200,141.5,79.5,0,16.48216498,33.31750484,37.49254551,29.4422821,33.30058829,33.27241048,23.45607748,27.87020158,24.5053573,36.95421443,29.0449622,32.63373642,35.41396959,37.29638049,14.75007643,26.70781386,15.65868794,82,0.002332992,16.61456653
90601,30078,69,0.00229404,14,2,0,0,1,75,0.002493517,137,177,0,77.5,0,34.25726137,28.78183978,28.09605653,20.20320045,30.00697417,30.03254964,39.46503105,21.40382346,22.51725129,30.05284431,29.91352025,40.80014592,27.4789252,32.78639179,29.29068732,41.83806236,29.88491694,76,0.002526764,34.23906455
90602,25905,8,0.00030882,3,3,1,1,1,45,0.001737116,125,138,0,69,0,35.08719195,30.85614122,30.33776412,22.13788732,32.04781327,32.07078411,40.65544048,23.22359477,24.02612291,32.21353617,31.71236969,42.52006192,29.64888688,34.95331318,28.01645786,43.12930368,28.53363495,46,0.001775719,35.05735009
90603,21118,1,0.00004735,4,1,0,0,0,21,0.000994412,57,115,0,54.5,0,38.78334954,35.53189413,35.12124228,26.76626469,36.71100179,36.73301477,44.72675692,27.78150101,28.41841545,37.00874366,36.24444414,46.9926653,34.4312654,39.71222223,28.06197362,47.30822415,28.38660485,18,0.000852353,39.17544122
90604,39276,271,0.00689989,13,2,0,0,0,40,0.001018434,117,158.5,0,86,0,35.88338965,34.2380667,34.30059139,25.37422473,35.36900287,35.38732661,42.09099366,26.19537964,26.3788192,36.00909519,34.48724453,45.00993437,33.40752546,38.57819868,24.63809882,44.79564693,25.04229907,39,0.000992973,35.88287886
90638,45933,605,0.01317136,14,3,1,1,0,43,0.000936146,72.5,164,0,64.5,0,36.61814805,36.42209261,36.69139532,27.53232321,37.49140889,37.50642165,43.14116298,28.16254155,28.07160455,38.31340015,36.3122394,46.6443893,35.71530846,40.89567587,22.87209032,45.97165312,23.21213893,46,0.001001459,36.60517571
90640,61382,18,0.00029325,20,6,2,2,1,53,0.000863445,155,160,0,116,0,28.32312024,22.26321119,21.58552637,13.66896795,23.51295104,23.54298642,33.21590221,14.85419352,16.08402222,23.49358936,23.36373507,34.25032019,20.90853249,26.23303363,29.16678118,35.44282502,29.98839104,54,0.000879737,28.34640923
90650,99900,1551,0.01552553,29,5,2,2,1,85,0.000850851,82,115.5,0,61,0,30.39525006,31.32990801,32.33324159,22.63118918,32.31880343,32.32887743,36.965489,22.90195542,22.37214016,33.74347827,30.71076741,40.67344202,31.16467017,35.99133459,18.6947871,39.8352132,19.22175156,102,0.001021021,30.40729413
90660,60272,1306,0.02166844,19,4,1,1,0,56,0.000929121,129,135,0,74.5,0,29.56326049,25.26150979,25.09148417,16.41823572,26.38257776,26.40100557,34.95742838,17.43972409,18.28228864,26.9263701,25.92701633,36.78318182,24.35401088,29.57931195,26.50183201,37.3704018,27.23014177,55,0.00091253,29.53727722
90670,17851,2,0.00011204,12,5,1,1,0,8,0.000448154,102,102,0,0,0,30.12292282,28.4645329,28.60635836,19.5989449,29.55371187,29.57011563,36.1387733,20.3172949,20.33275386,30.25492052,28.55780776,38.93826027,27.65392398,32.84581471,23.48408015,38.7870631,24.12848075,7,0.000392135,30.3591874
90703,48108,1510,0.03138771,25,3,1,1,0,25,0.000519664,68.5,326,0,53.5,0,32.989442,36.09434349,37.10581382,27.33198028,37.05609476,37.06525352,40.06834839,27.6346448,26.6868218,38.45074058,35.04776323,44.68064124,35.8731998,40.72634415,16.25536634,43.1225106,16.73142591,27,0.000561237,32.989442
90704,3421,48,0.01403099,1,4,1,1,0,256,0.07483192,599.5,623,222.5,377,0,67.07859382,84.31333191,88.24356762,79.23864885,84.36718554,84.34062746,72.94071561,77.98771773,74.88322945,87.92571167,80.15394444,82.80304048,86.20874357,88.39732115,48.03315827,75.7708676,47.22925497,259,0.075708857,67.11072267
90706,76819,1516,0.0197347,17,3,1,1,0,81,0.001054427,140,180.5,261,67,0,26.39203787,30.4068524,32.15865464,22.08579042,31.20563724,31.20951079,33.18315563,21.94928351,20.60324359,33.15385832,28.90900841,38.13536061,30.6786303,35.13768026,14.92015794,36.21889931,15.54499295,82,0.001067444,26.2712633
90710,26761,75,0.00280259,8,1,0,0,0,61,0.002279436,64.5,167,0,55,8,19.44149092,34.38473059,38.1886814,29.29943515,34.546748,34.5240327,26.8184723,27.96954262,24.82162914,37.96055922,30.52976771,35.46738518,36.16549447,38.65766252,10.30505934,30.13280367,11.22366515,65,0.002428908,19.44149092
90712,30800,981,0.03185065,12,3,1,1,0,31,0.001006494,119,131,0,87,0,26.09222238,32.26038991,34.3100726,24.18575264,32.95028882,32.95169016,33.34958243,23.89008494,22.22894439,35.12091897,30.339579,39.03464383,32.70081773,36.99396214,10.61279202,36.49491113,11.39547549,33,0.001071429,26.19543367
90713,28221,291,0.01031147,8,1,0,0,0,25,0.000885865,125,166,0,64,0,29.35916169,34.43297612,36.14441064,26.03539537,35.26725669,35.27024798,36.6915061,25.96323989,24.62603004,37.13446041,32.89415646,42.05591872,34.62947229,39.15482601,12.28028408,39.85804124,12.59542518,21,0.000744127,29.35916169
90716,13599,243,0.01786896,3,1,0,0,0,10,0.000735348,152.5,167.5,0,55,150,33.50081001,38.44000171,39.98871059,29.95828787,39.28408111,39.28744717,40.79572516,29.96075413,28.73004834,41.09632392,37.04076636,46.21901421,38.57585437,43.15519189,13.38782673,43.94091312,13.45338969,8,0.000588279,33.56732942
90717,21482,366,0.01703752,6,2,1,1,0,33,0.00153617,106,136,0,69.5,0,18.74271929,34.57130431,38.51823293,29.89376936,34.6672375,34.64243336,25.96986674,28.48020471,25.24390016,38.17665071,30.54041616,34.86956964,36.47121241,38.7444164,11.83348879,29.25962447,12.74944963,34,0.00158272,18.76947164
90723,52050,1280,0.02459174,21,2,1,1,0,26,0.00049952,97,176.5,0,64.5,0,23.6228725,27.66905918,29.51650709,19.39953429,28.4778748,28.47987762,30.5205212,19.22736644,17.84959061,30.45507621,26.10717499,35.26249168,27.98490043,32.4003892,15.40390717,33.52327267,16.24477141,24,0.000461095,23.6228725
90731,61944,21,0.00033902,16,10,2,2,2,126,0.002034095,138,143.5,0,89,0,26.36776493,41.79745633,45.62557731,36.65190327,41.94813841,41.92503105,33.49470535,35.37240997,32.25309083,45.38239675,37.9057803,42.50361253,43.60137801,46.05443508,9.87366256,36.74506856,10.06466573,127,0.002050239,26.36027825
90732,23067,11,0.00047687,6,1,0,0,0,32,0.001387263,139,157.5,0,70.5,0,24.51447739,40.21915698,44.06828823,35.15265218,40.35384081,40.33013729,31.59128939,33.83994366,30.70470681,43.80578743,36.2846005,40.66686099,42.03836652,44.45043826,10.59208977,34.83612712,11.01750789,38,0.001647375,24.55879113
90744,52800,10,0.00018939,14,2,0,0,0,15,0.000284091,77,75,104,56,0,22.30054593,36.4884663,40.10531594,30.89276934,36.72540055,36.7050838,29.83108392,29.68803976,26.68607258,40.01881001,32.83445688,38.21390346,38.11876771,40.86821811,7.497076316,33.1686037,8.344616939,16,0.00030303,22.53662581
90745,57397,998,0.01738767,17,2,1,1,0,85,0.001480914,97,121.5,0,56,0,18.18878456,30.88968941,34.4296084,25.16457138,31.17745255,31.15899054,25.8105507,23.96427487,21.01216107,34.38890846,27.47930879,33.66614865,32.449769,35.3349887,9.979679963,29.14911405,11.11954907,84,0.001463491,18.18242001
90746,27091,459,0.0169429,10,3,1,1,0,62,0.002288583,112,143,0,74,0,17.13874754,28.24669146,31.49852836,21.89179601,28.61851849,28.60307045,24.72501598,20.86680442,18.15221764,31.6487084,25.0330538,31.87418534,29.58823489,32.78518379,11.74483886,28.00796028,12.90629626,59,0.002177845,17.15867491
90755,11521,1,0.0000868,4,3,1,1,1,40,0.003471921,147,173,0,79,0,27.92990658,37.14547478,39.72082554,29.67237226,37.7374818,37.73005903,35.52720484,29.08470938,26.93339725,40.2975474,34.66409641,42.43357326,37.99017726,41.84993464,4.836804113,38.82737564,5.333002352,41,0.003558719,27.95974912
90802,40434,3,0.00007419,7,9,2,2,1,541,0.013379829,152,149,329,96,36,28.44735896,39.32976992,42.18971173,32.25059781,39.8386744,39.82761737,36.07596955,31.51499217,29.1129143,42.59667733,36.50257933,43.60382114,40.37289321,43.98541072,1.370937076,39.41160454,1.959791391,539,0.013330366,28.44735896
90805,92402,24,0.00025973,16,2,0,0,0,70,0.000757559,126.5,143.5,0,97,273,22.60937791,29.83502269,32.41043113,22.39684603,30.53684892,30.53562393,30.00812524,21.7560919,19.77846292,32.9567247,27.85984348,36.10677135,30.65914325,34.55900553,11.53291585,33.23413755,12.43317415,77,0.000833315,22.73350857
90806,41664,3,0.000072,9,1,0,0,0,125,0.003000192,148,152,254,70.5,38,25.45919738,35.70343563,38.50082152,28.59467846,36.22832333,36.21783524,33.07511689,27.82335673,25.47905224,38.92683624,32.97106506,40.26744429,36.68720934,40.3745198,4.332553196,36.38490442,5.29663341,128,0.003072197,25.45919738
90807,33101,2,0.00006042,8,3,0,0,0,101,0.003051267,144,173,0,78,0,24.41577027,33.31068633,35.92139295,25.94165482,33.86839797,33.85971177,31.91092871,25.25821871,23.08706651,36.49356685,30.71527349,38.51471029,34.1630543,37.99707186,7.358654365,35.1985325,8.327453114,100,0.003021057,24.46864614
90808,39317,5,0.00012717,19,4,1,1,0,80,0.002034743,141,219,0,61.5,0,29.9900582,36.43212477,38.47624666,28.35065177,37.18508178,37.1843845,37.43456629,28.06874157,26.44785467,39.33494529,34.57122457,43.33714824,36.90007859,41.17040814,10.15037759,40.6468244,10.45261844,84,0.00213648,29.9900582
90810,35833,93,0.00259537,9,2,0,0,0,47,0.00131164,80,96.5,0,68,0,22.98399156,33.79625111,36.80652754,27.00097759,34.2620048,34.24980235,30.59320957,26.13716427,23.60296225,37.12191256,30.87098916,37.93678322,34.95594938,38.42017212,5.872310607,33.90572204,7.004740544,44,0.001227918,22.97293628
90813,51241,0,0,13,2,0,0,0,119,0.002322359,121,135.5,0,56.5,36,27.59333793,38.16456715,41.05765492,31.11486927,38.64899623,38.63729547,35.22054179,30.38456674,27.94669767,41.44586728,35.32317434,42.52045434,39.25518627,42.80404726,2.32779485,38.54023252,3.06354844,120,0.002341875,27.48247718
91001,35475,492,0.01386892,15,4,2,2,0,109,0.003072586,169,210.5,0,83.5,0,36.7873404,19.42064882,14.95947228,17.98785941,20.57639662,20.62410119,37.55241704,19.77188215,23.2341728,17.39513857,24.02378176,32.75509218,16.42460505,20.03940021,47.81303931,38.06775293,48.72898807,109,0.003072586,36.77845778
91006,31582,71,0.00224812,13,2,0,0,0,152,0.004812868,120.5,174,0,68,33,41.31636039,28.50077019,25.42923956,22.74136425,29.81552835,29.85554267,44.41098698,24.65581626,27.4673209,27.91615047,31.8692578,42.25096593,25.95580273,30.87831575,42.77358094,45.86002763,43.44336099,139,0.004401241,41.34371284
91007,33029,19,0.00057525,10,3,1,1,1,142,0.004299252,130,200,0,71,0,38.17230878,24.9588777,21.87732838,19.39047672,26.26713968,26.30849059,41.06459336,21.33027529,24.21059342,24.3762379,28.39987327,38.73680067,22.42406322,27.33258965,42.15745027,42.43541079,42.93456259,139,0.004208423,38.23819862
91010,27589,305,0.01105513,10,1,0,0,0,52,0.001884809,107,153,0,71,0,45.21411434,32.30492431,29.09382703,26.64891276,33.60858057,33.65044727,48.34303083,28.56572329,31.34061157,31.60718044,35.75443494,46.1101565,29.74242528,34.5493245,46.2816956,49.75203866,46.92294199,59,0.002138533,45.30643916
91011,19935,268,0.01344369,12,3,0,0,0,43,0.00215701,222.5,311.5,0,91.5,0,35.04562588,16.37364059,11.49893924,17.87014662,17.24840371,17.2952267,34.68163435,19.43613976,22.85509079,13.66380982,21.30521981,28.67753671,13.44004671,15.73784879,49.76715073,34.81940043,50.78088243,45,0.002257336,35.0899051
91016,41140,48,0.00116675,16,4,1,1,1,229,0.005566359,148.5,174,0,70,0,43.61065198,30.21575404,26.92307253,24.91718291,31.51459313,31.55853507,46.5855547,26.85156893,29.68647993,29.43441056,33.72375712,43.99375892,27.60069063,32.3783293,46.06697307,47.85138799,46.7666489,230,0.005590666,43.63201295
91020,7532,45,0.00597451,3,1,0,0,0,19,0.00252257,147,147,0,0,0,33.9807455,14.9096719,10.00827672,17.49628279,15.67729527,15.72326531,33.14262203,18.85219834,22.15246796,11.86931314,19.92218404,26.85671132,12.01851308,13.90682688,49.89563858,33.11151903,50.92506465,20,0.002655337,34.00868553
91030,26068,0,0,6,2,1,1,0,100,0.003836121,176,166,183,179,0,29.8510156,15.62436881,12.89611404,10.67240122,16.93346826,16.97404979,31.95221679,12.63504111,15.90844578,15.29058925,19.0505157,29.39247198,13.15215411,18.26298134,39.04119868,33.16932949,39.98593965,99,0.00379776,29.84876606
91040,20821,0,0,3,1,0,0,0,30,0.001440853,131,165,0,72,0,36.00104964,17.76234225,14.30887144,24.37307926,17.70941126,17.73717049,32.85092077,24.95850744,27.60398585,14.16175699,22.08336759,24.02094927,16.18673939,13.88902196,56.92767027,31.62235004,58.02557418,33,0.001584938,36.00271428
91042,26928,6,0.00022282,7,2,0,0,1,28,0.00103981,176,229.5,0,65,0,36.15552599,17.11723988,12.91057992,22.43134388,17.37004691,17.40655121,33.8050697,23.35964297,26.28492655,13.48047661,21.84338591,25.70669504,14.96499644,13.99348616,55.20666949,32.96846998,56.27493047,28,0.00103981,36.18927093
91101,21165,3,0.00014174,9,3,1,1,1,124,0.005858729,158,179,0,78,0,33.44718586,17.75776458,14.1140495,14.28457808,19.01286969,19.05726521,35.13825287,16.22967229,19.57784048,16.63832316,21.80006072,31.54418007,14.96320214,19.56012941,42.77072042,36.05152595,43.68389905,131,0.006189464,33.4155239
91103,25142,4,0.0001591,13,2,0,0,0,93,0.00369899,179.5,199,0,66.5,0,34.14537926,17.39406211,13.29939286,15.29020975,18.56742181,18.61274028,35.15784594,17.14725778,20.58975544,15.81227589,21.70830291,31.0156843,14.44212533,18.60265101,45.16787684,35.9233856,46.11169083,106,0.004216053,33.93141164
91105,12531,7,0.00055861,8,2,0,0,0,76,0.006064959,200,200,0,119,0,31.57987794,16.16779419,12.89718259,12.42834911,17.44825026,17.49200191,33.25563667,14.36984165,17.72812604,15.38153712,20.00748046,29.98989987,13.48115477,18.34743014,41.77244241,34.24706856,42.71298891,83,0.006623574,31.58024242
91106,23910,1,0.00004182,5,2,1,1,0,168,0.007026349,187,173,1414,74.5,0,34.6900045,19.12138784,15.43799565,15.50865322,20.38058047,20.42545879,36.45559321,17.46476916,20.77539833,17.96426331,23.16351446,32.91444275,16.31169127,20.85586645,43.20685665,37.41673366,44.10675643,169,0.007068172,34.66893458
91107,32316,211,0.00652927,21,3,0,0,0,247,0.007643273,155,196,0,87.5,0,36.60248711,22.24043402,18.61463621,17.45975695,23.50191739,23.54483198,38.90049904,19.42415573,22.59569323,21.13991168,25.93353955,36.03131252,19.52256644,23.96325628,43.58911069,40.10874132,44.43805525,267,0.008262161,36.48272583
91204,17857,0,0,4,1,0,0,0,163,0.009128073,165,167,0,100.5,0,25.07095591,7.099822697,3.290151789,8.499849829,8.302117873,8.349370634,25.21233801,9.630043755,12.89178083,5.722848611,11.65772882,20.69800401,4.208630777,8.677274014,41.29303853,25.71246719,42.36547439,159,0.008904071,25.10592567
91206,31961,0,0,6,4,1,1,1,92,0.002878508,145.5,147,0,70,414,27.4915271,9.137116631,4.519594275,10.81731348,10.16654358,10.21431113,27.46010885,12.11267699,15.37758872,6.990278015,13.93656925,22.32366493,6.085230935,9.77745983,43.50686963,27.79300852,44.56509483,92,0.002878508,27.61492145
91214,30817,106,0.00343966,14,3,1,1,0,54,0.00175228,217,264,0,77,0,35.43475508,16.21293249,11.50716491,19.79867606,16.84233595,16.88539651,34.07028112,21.0533244,24.24639148,12.8596571,21.2180432,27.13915015,13.59825762,14.3718971,52.38428658,33.77754749,53.42452148,60,0.001946977,35.41037965
91301,23879,168,0.00703547,11,3,1,1,0,100,0.00418778,285,364,0,83,0,39.50653128,40.74658217,43.41153038,48.50600306,39.43758002,39.40066427,31.96996827,47.13611376,46.33973629,40.91178238,38.63957496,27.78383745,42.94804734,37.97609251,66.9593742,28.7014793,68.03131171,96,0.004020269,39.03149018
91302,25569,181,0.00707888,13,5,1,1,1,140,0.00547538,237,263,0,102.5,0,30.57208778,29.71332624,32.31670824,37.89912406,28.41276006,28.37954735,22.97971181,36.72312791,36.28705487,29.82066195,28.24739272,17.72828653,31.82877676,26.86435172,58.61138067,19.75816639,59.74257146,144,0.00563182,30.44731405
91304,52474,1,0.00001906,10,2,1,1,0,118,0.002248733,121,190.5,0,75,0,36.23082352,29.63562019,30.82796741,38.4377297,28.46111126,28.44076505,28.97757712,37.64528607,37.91614451,28.56631228,29.55844472,20.56263283,31.01732651,25.67861114,63.99117928,25.75180121,65.14583931,117,0.002229676,36.2093949
91306,47176,0,0,11,1,0,0,0,108,0.0022893,121,175,0,85,0,33.31924261,25.87310307,27.160129,34.64650504,24.68583245,24.66400014,26.34066641,33.86616816,34.35230503,24.87397034,25.97933035,17.34143691,27.31338223,21.97610384,60.80263402,23.28118005,61.96236167,109,0.002310497,33.25864725
