ZIP_Code,Population,Part_1_Crime_Count,Part_1_Crime_Per_Capita,Count_Educational_Facility,Count_Public_Safety,Count_Fire_Stations,Count_Police_Stations,Count_Corrective_Facility,Airbnb_Listings_Count_June,Airbnb_Listings_Per_Capita_June,Median_Price_June,Median_Price_Entire_Home/Apt_June,Median_Price_Hotel_Room_June,Median_Price_Private_Room_June ,Median_Price_Shared_Room_June,LAX_Median_Distance_June_(KM),Hollywood_Walk_of_Fame_Median_Distance_June_(KM),Griffith_Park_Median_Distance_June_(KM),Walt_Disney_Concert_Hall_Median_Distance_June_(KM),TCL_Chinese_Theater_Median_Distance_June_(KM),Madame_Tussauds_Median_Distance_June_(KM),Venice_Beach_Median_Distance_June_(KM),Crypto_Arena_Median_Distance_June_(KM),California_Science_Center_Median_Distance_June_(KM),Hollywood_Sign_Median_Distance_June_(KM),La_Brea_Median_Distance_June_(KM),Getty_Center_Median_Distance_June_(KM),Griffith_Observatory_Median_Distance_June_(KM),Universal_Studios_Hollywood_Median_Distance_June_(KM),Aquarium_of_the_Pacific_Median_Distance_June_(KM),Santa_Monica_Pier_Median_Distance_June_(KM),Queen_Mary_Median_Distance_June_(KM),Airbnb_Listings_Count_Sept,Airbnb_Listings_Per_Capita_Sept,LAX_Distance_Median_Sept_(KM)
91311,40898,25,0.00061128,19,3,0,0,0,96,0.002347303,169,191,511,78,33,38.87589567,30.40836403,31.09740496,39.28572655,29.29182945,29.27453219,31.73634983,38.5865345,39.15510074,28.9598189,30.80027744,23.02881592,31.48343272,26.16503458,66.34574615,28.53250148,67.50700774,93,0.00227395,38.94521654
91321,31989,193,0.00603332,13,1,0,0,0,72,0.002250774,244.5,350,0,66,0,49.81350211,36.12936027,34.50806973,44.36900304,35.45467753,35.46025597,43.72753885,44.49933979,46.26794658,33.28308622,38.59380027,33.8771833,35.77997186,31.39317434,75.25902337,41.0598664,76.41178809,69,0.002156991,49.79564863
91324,30699,0,0,6,1,0,0,0,69,0.00224763,121,188,0,71,29,35.02297135,25.25921021,25.9969972,34.1319838,24.15156469,24.13530598,28.22901254,33.55005165,34.25701753,23.86476522,25.98298552,18.91023727,26.39235286,21.07272948,61.86905592,25.36551617,63.03118574,62,0.00201961,35.05011255
91326,38428,1,0.00002602,7,2,0,0,0,42,0.001092953,149,194.5,0,55,0,39.51007046,28.1364828,28.09198891,36.97165106,27.18514958,27.17921158,33.07302372,36.58730506,37.77042235,26.15925396,29.65935825,23.3814909,28.74994142,23.60117778,66.07583363,30.25147508,67.23649863,45,0.001171021,39.04870247
91331,97608,1,0.00001025,21,4,1,1,1,25,0.000256127,84,111,0,57.5,0,34.91285645,19.68729239,18.29839029,28.04597381,19.02959878,19.03710793,30.04634454,28.05749524,29.8399527,16.89405218,22.46135429,20.22533042,19.45351028,14.95285625,59.02348128,28.04940009,60.17342976,19,0.000194656,34.4775872
91335,74526,0,0,27,2,1,1,0,254,0.003408207,126,175,0,65,22,30.80929314,22.59834831,23.75257423,31.43922679,21.4442661,21.42547772,24.01689794,30.65955971,31.12405603,21.47887035,22.75525703,14.72325611,23.9106086,18.57260401,58.04437091,21.08489836,59.20564925,249,0.003341116,30.85054515
91340,33424,2,0.00005984,17,1,1,1,0,38,0.001136908,129.5,166,0,62,0,38.65491478,23.22398642,21.47965046,31.41661637,22.62381706,22.63180429,33.62915112,31.52087773,33.42688674,20.29178446,26.15686904,23.73000479,22.80678978,18.52452778,62.71695624,31.5124745,63.85966647,43,0.001286501,38.59239186
91342,93301,67,0.00071811,25,6,1,1,2,55,0.00058949,139.5,177,0,60,0,40.80678087,24.88303179,22.8091515,32.87680486,24.39320885,24.40750531,35.81785517,33.07221189,35.08050345,21.81987043,28.14996014,25.91943936,24.28542849,20.25692605,64.51171124,33.69992599,65.64558942,55,0.00058949,40.91821286
91344,52890,0,0,20,1,0,0,0,68,0.001285687,246,251,0,80.5,0,37.61407145,25.29444286,24.53156114,33.9761303,24.39963005,24.39511597,31.73023738,33.78083618,35.04441153,22.89757508,27.00525071,21.78183927,25.4961104,20.61235333,63.5413143,29.21435612,64.70049207,64,0.001210059,37.63740169
91350,43973,181,0.00411616,11,2,0,0,0,56,0.001273509,189.5,257,0,78.5,0,56.23826042,41.24115253,39.09200337,49.14086929,40.69395125,40.70456885,50.83876462,49.41743439,51.44762335,38.15503195,44.10599084,40.8578311,40.55145708,36.55925797,80.77269489,48.43710433,81.91422742,59,0.001341732,56.0873148
91352,46899,0,0,17,1,0,0,0,53,0.001130088,113,137,0,72,0,31.4491384,14.50914426,11.74334303,21.85326671,14.16897331,14.18860024,27.82533452,22.29078926,24.70171849,11.23755574,18.06038469,18.79086429,13.41672356,10.02885794,54.17040829,26.39740294,55.29728719,55,0.001172733,31.39198335
91354,33957,47,0.0013841,6,1,0,0,0,60,0.001766941,100,350,0,59,34,56.28608566,42.26573252,40.57864576,50.53551825,41.60434104,41.61139198,50.26204322,50.62784216,52.41671906,39.405467,44.90043271,40.37064846,41.91882507,37.5306106,81.58997169,47.59547376,82.73947322,58,0.001708043,56.16535055
91355,29123,356,0.01222402,14,4,2,2,0,68,0.002334924,180,203,0,75.5,0,53.29258592,39.77640195,38.2820901,48.15869618,39.07136613,39.07558462,47.21119352,48.18508734,49.88302043,37.00959182,42.19515686,37.33720075,39.55009948,35.03701142,78.88747018,44.50818052,80.04125763,67,0.002300587,53.27554734
91356,30942,0,0,10,1,0,0,0,160,0.005170965,333,400,0,58,0,27.96821983,21.32796484,23.41407827,29.95784669,20.07606112,20.04736769,21.21425161,29.00245594,29.19878084,20.96406689,20.8437029,12.00047419,23.13985597,17.99044395,55.46360646,18.31798948,56.6210772,172,0.005558787,28.07504083
91367,45889,3,0.00006538,15,3,1,1,0,291,0.006341389,180,199,0,70.5,50,31.71747005,27.2790081,29.28514187,35.75332374,26.00920825,25.98008131,24.39306511,34.69783607,34.54296815,26.85387578,26.31301162,16.44722413,29.10646744,23.88157537,59.6137027,21.1174118,60.7620359,302,0.006581098,31.71155325
91381,22582,105,0.00464972,5,1,0,0,0,37,0.001638473,338,827,0,69,0,52.44091218,40.05440274,38.96528441,48.6435555,39.2484163,39.24677607,46.0501958,48.52749632,49.97685926,37.5085755,42.05493607,36.33314273,40.08879669,35.33310556,78.63897374,43.2063375,79.79784168,43,0.001904171,52.44091218
91384,26478,205,0.00774228,7,7,2,2,4,37,0.001397387,119,227,0,95,0,62.13298154,49.98060868,48.76439067,58.48830628,49.21102487,49.21225696,55.64837777,58.43683616,59.90952457,47.33810782,52.00835413,46.00541754,49.90082531,45.24921764,88.49398675,52.72365995,89.65487472,36,0.001359619,62.20487128
91387,46869,239,0.00509932,5,3,0,0,0,79,0.001685549,162,253,0,81.5,43,53.40016726,37.14803133,34.32375246,44.44539349,36.81604309,36.83654404,48.32303564,44.86013693,47.30843331,33.78399475,40.64789705,38.37574061,35.95793601,32.6647836,76.75540032,46.08708317,77.86648275,79,0.001685549,53.40016726
91390,19308,50,0.0025896,2,6,0,0,3,43,0.002227056,150,174,0,62,0,62.42797594,45.11527715,42.11440865,51.96859922,44.53317594,44.54240633,58.58875483,52.60165586,55.01909213,41.70997637,48.40674638,48.85676927,43.84930178,40.45961875,84.1139444,56.67787821,85.26148262,51,0.002641392,61.69838255
91401,39231,24,0.00061176,14,4,1,1,1,207,0.00527644,245,270,0,90,0,25.81123835,12.95322743,13.75862786,21.83830221,11.94977045,11.93682757,20.88716983,21.35657369,22.4018987,11.54156339,14.30583523,11.34056569,14.01545177,8.689029633,50.87981273,19.14671208,52.03183072,210,0.00535291,25.81622754
91402,65754,0,0,15,2,1,1,0,50,0.00076041,85,115,0,52,0,32.1291308,18.17247645,17.59876533,26.88144896,17.37782419,17.37969108,26.98400214,26.65514939,28.17186474,15.82867415,20.45613915,17.11631456,18.43164909,13.49587541,57.15267746,24.94055164,58.30387645,58,0.000882076,32.02053889
91403,25793,0,0,4,1,0,0,0,192,0.00744388,241.5,302,0,84,0,23.77159433,13.4580631,15.19168744,22.22851183,12.26881543,12.24856776,18.36737264,21.45020034,22.04551113,12.7664925,13.71383512,8.457594984,15.04788452,9.807826435,49.77928447,16.23280047,50.94009095,193,0.00748265,23.80265239
91406,51953,1,0.00001925,17,3,0,0,0,166,0.003195196,135,176,0,53,0,29.55602376,19.18821633,20.03930436,28.0657815,18.0771342,18.06098864,23.52815524,27.42341839,28.22989011,17.86292162,19.9270038,13.63480793,20.3716713,15.04073686,55.95724174,21.02994458,57.11901918,172,0.003310685,29.54941443
91502,11652,1,0.00008582,4,3,1,1,1,47,0.004033642,218.5,201,0,449,0,27.8361897,8.675652294,4.681351375,14.74081636,9.024723596,9.064437812,26.05092104,15.35808875,18.06069276,5.059030734,13.4999201,18.96881116,6.608944441,6.203465938,47.33466637,25.62468706,48.43376534,34,0.002917954,27.93192134
91504,27010,1,0.00003702,7,2,0,0,0,69,0.002554609,168,175,0,105.5,0,29.24943459,10.60822672,7.732367337,17.77010215,10.58789325,10.62064217,26.79910369,18.1638679,20.60885383,7.095809582,15.00566166,18.84029317,9.266614921,7.004992328,49.98170412,25.99389518,51.0872752,68,0.002517586,29.261394
91505,31744,0,0,9,4,1,1,0,287,0.009041079,147,167,0,86,0,25.42008917,7.323547089,5.681626138,15.22107082,7.054791444,7.076691565,22.96201367,15.41559966,17.48103913,4.17343905,11.25284581,15.33018822,6.638342503,3.188114168,46.95410626,22.25227363,48.07897807,308,0.009702621,25.42815565
91601,36992,0,0,14,3,1,1,0,338,0.009137111,131,180,0,67.5,0,25.38925367,8.491091115,7.971155799,16.94469094,7.893144665,7.906115347,22.13979759,16.87797258,18.64411248,5.999871179,11.74236268,13.77950297,8.581894385,3.847941926,47.99704723,21.09368413,49.13246922,336,0.009083045,25.38925367
91604,32469,0,0,3,2,0,0,0,247,0.007607256,224,260,0,110,0,22.3318221,7.809497983,9.213255455,16.69023465,6.733782944,6.721342244,18.77095216,16.14594923,17.32964427,6.774690111,9.502154554,10.44824876,9.11480017,3.833867048,46.15432177,17.68446957,47.30987176,260,0.008007638,22.34810111
91605,49868,0,0,9,1,0,0,0,102,0.0020454,153,169,0,67.5,39,29.39534567,13.28453661,12.18543029,21.59125177,12.73852669,12.74741356,25.28684325,21.57735838,23.47333853,10.51643745,16.34612722,16.12272107,13.11817156,8.600431288,52.80463915,23.82159522,53.94709289,109,0.00218577,29.67060292
91702,60903,105,0.00172405,13,5,1,1,2,121,0.001986766,122,147,0,62,0,51.07287982,38.98394987,35.83239562,32.96114998,40.29161842,40.33308753,54.62849781,34.83058913,37.41041738,38.34500887,42.27174416,52.75432259,36.44803644,41.27821466,49.17199159,56.18329504,49.68637983,119,0.001953927,51.10562867
91706,71082,7,0.00009848,20,7,4,4,1,147,0.002068034,91.5,120.5,0,53.5,0,43.93653836,33.47636712,30.96001725,26.59713444,34.79331378,34.8310712,47.98027929,28.34918273,30.60774508,33.38845777,36.31131169,47.04577425,31.22256581,36.36320052,41.80357338,49.79922647,42.37482007,158,0.002222785,43.90314539
91711,37529,14,0.00037304,26,5,1,1,1,87,0.002318207,153.5,173,0,72,0,66.01458264,56.02210036,53.19573368,49.19746663,57.3388867,57.37799189,70.47339587,50.93453534,53.07291331,55.67995729,58.87298772,69.61897536,53.64984606,58.64749262,57.91495984,72.37058561,58.11932047,83,0.002211623,66.08643279
91722,35099,125,0.00356136,11,1,0,0,0,57,0.001623978,90,127,0,52.5,0,50.23329687,39.3769886,36.63995987,32.69110858,40.69395553,40.73290428,54.18922885,34.48031616,36.8365172,39.10570488,42.28289521,52.99275601,37.03222632,42.07894133,46.47283138,55.92988316,46.93122196,54,0.001538505,50.22485278
91723,17733,5,0.00028196,9,3,1,1,1,24,0.001353409,80.5,175,0,53,0,51.22240249,41.00086932,38.41120968,34.08261459,42.31797443,42.35591459,55.45725964,35.83751965,38.06679311,40.85683246,43.74827351,54.53038058,38.72962598,43.83250933,46.06280442,57.28035754,46.46708503,23,0.001297017,51.26171508
91724,28352,122,0.00430305,8,1,0,0,0,55,0.001939898,111.5,179,0,50,0,53.12269928,43.16882668,40.4003258,36.20482748,44.4856213,44.52471954,57.42850012,37.87428921,40.02966868,42.86246187,45.98335229,56.79132983,40.80843376,45.83376453,48.32648037,59.28945384,48.69789799,55,0.001939898,53.4934886
91731,27620,17,0.0006155,12,3,1,1,1,94,0.003403331,103,127,0,52,47,37.88305132,27.28259392,25.06726182,20.17545843,28.59617518,28.63243261,41.69194202,21.98592142,24.39018996,27.43065416,29.8231924,40.67196174,25.17524119,30.39264513,38.30287095,43.42220833,39.01458499,98,0.003548154,37.95512171
91732,57431,2,0.00003482,13,3,0,0,0,174,0.003029723,72,90,0,54,0,38.90425516,28.78914982,26.63639786,21.64249416,30.10130948,30.1374528,42.87091707,23.33208581,25.49028439,29.01000706,31.34774434,42.18101848,26.73015391,31.95021335,38.36119266,44.7308697,39.00563031,182,0.00316902,38.98719558
91733,41255,624,0.01512544,10,1,0,0,0,87,0.002108835,96,156.5,0,50.5,0,35.66929436,26.01633031,24.15409707,18.58005805,27.31818685,27.35190522,39.81189318,20.26932212,22.41522461,26.44559018,28.38632827,39.25103828,24.08326493,29.38148473,35.74708834,41.68369973,36.44366285,87,0.002108835,35.72486024
91740,26168,4,0.00015286,10,1,0,0,0,43,0.001643228,154.5,220,0,62,0,54.27702854,42.95222149,39.87154513,36.56712823,44.26296232,44.30393069,58.09925228,38.374955,40.78712721,42.37743074,46.09573819,56.69950723,40.4512609,45.32935655,50.34071179,59.81807645,50.77110965,42,0.001605014,54.40981375
91741,26071,6,0.00023014,12,5,2,2,1,83,0.003183614,182.5,214.5,0,53.5,0,55.37431665,43.46106439,40.15653641,37.39246769,44.76871257,44.81079743,59.05530113,39.26628789,41.79278928,42.67795866,46.7094949,57.22866245,40.86434908,45.60258123,52.13557548,60.5946096,52.57215849,84,0.003221971,55.4855341
91744,76942,730,0.00948767,28,2,1,1,0,118,0.001533623,112,127,0,64,0,45.18861616,36.90450183,35.10188409,29.17153834,38.19376091,38.22561137,49.89233936,30.76550204,32.56057621,37.3989914,39.03450515,49.95915897,35.02011992,40.33405428,38.8768765,51.98989833,39.21567849,123,0.001598607,45.12790875
91745,54351,600,0.01103936,18,3,0,0,0,350,0.006439624,71,150,0,51,25,41.67060777,35.66449947,34.35597117,27.36170153,36.92596363,36.95487045,46.93996941,28.69636092,29.95069083,36.51356674,37.18735497,48.11912991,34.06146808,39.3998207,34.0298571,49.28191647,34.46139264,344,0.00632923,41.62123895
91746,28387,253,0.00891253,14,1,0,0,0,39,0.001373868,75,126,0,54,0,40.91507912,31.98804473,29.88255443,24.41829462,33.29256597,33.32671558,45.39722196,26.05483913,28.00930489,32.23390436,34.25975818,45.16841987,29.95126673,35.19507473,37.44484021,47.38769279,37.96988525,45,0.001585233,40.31580622
91748,42463,1203,0.02833055,16,1,0,0,0,582,0.01370605,62,159,0,52,30,47.27818048,41.54689575,40.2412002,33.28181769,42.81370383,42.84298473,52.7781439,34.62596482,35.8664341,42.41538095,43.1124275,54.04292462,39.96257015,45.30144349,36.93429973,55.15471653,37.14278505,599,0.014106399,47.33052878
91750,32692,25,0.00076471,10,5,1,1,2,50,0.001529426,85,155,0,48,0,61.91851703,51.31532155,48.40568006,44.7678621,52.63115583,52.67076736,66.23408582,46.57133307,48.83525246,50.90641415,54.30084112,64.96899767,48.90989749,53.86244969,55.1051823,68.01174828,55.36227087,42,0.001284718,61.77600998
91754,32248,23,0.00071322,10,7,3,3,1,226,0.007008187,149,218,0,75,35,28.90483089,18.22358507,17.08065295,10.80609724,19.52129867,19.55439744,32.34526093,12.58155821,15.12252222,19.11375717,20.55169521,31.40497311,16.61253131,21.93691478,33.74661762,34.01721159,34.62108076,202,0.006263954,28.59600076
91765,44502,577,0.01296571,14,2,0,0,0,88,0.001977439,267,275,0,70,0,55.45387362,48.53005586,46.65774839,40.61193793,49.82490106,49.85706864,60.68171162,42.05496597,43.54982147,48.98619234,50.4883061,61.44033234,46.63976874,51.92772512,44.4235849,62.95338359,44.54379582,91,0.002044852,55.44396706
91766,69327,1,0.00001442,18,6,2,2,1,86,0.001240498,79,172.5,0,48.5,0,60.18982791,52.14591572,49.94016923,44.58465821,53.45467978,53.48962172,65.17435726,46.17857006,47.89743076,52.32970941,54.42956119,65.3450507,50.08103807,55.29858783,50.10164084,67.32837308,50.24672105,87,0.001254922,60.61630891
91767,49152,2,0.00004069,19,2,0,0,0,66,0.001342773,104.5,136,0,52,0,63.91499634,54.22422927,51.45256054,47.18997783,55.54046637,55.57884552,68.435907,48.91922421,51.03999083,53.91629646,56.89892538,67.72879316,51.86025455,56.88818888,55.16521919,70.33862904,55.36469492,53,0.001078288,64.11760101
91768,34200,1,0.00002924,13,4,1,1,0,25,0.000730994,167.5,197,0,46,0,61.25729768,51.88201831,49.27881572,44.78567269,53.19892854,53.23664164,65.88972047,46.47713283,48.5008851,51.73242993,54.54838474,65.37426396,49.61590641,54.70762853,52.87558146,67.86040883,53.08610335,27,0.000789474,60.57660711
91770,58382,1348,0.02308931,17,2,0,0,0,209,0.003579871,90,131,0,58,0,31.8728328,22.4006183,20.79246639,14.79354054,23.71255891,23.74831044,35.92440508,16.41930577,18.53130312,22.95611656,24.66221247,35.59759457,20.54417935,25.86536658,33.99205362,37.8067648,34.81623021,193,0.003305813,31.90360242
91773,33598,606,0.01803679,18,4,1,1,1,51,0.001517947,103,150,0,88,0,57.37842792,46.82435079,44.02073661,40.16040294,48.14044465,48.17995864,61.58025268,41.93284983,44.19185697,46.50600676,49.77358181,60.47472234,44.45299904,49.47295749,51.57786561,63.38254061,51.91301148,53,0.001577475,57.54087234
91775,23672,125,0.0052805,6,2,0,0,0,143,0.006040892,97.5,154,0,63,0,36.38574394,22.81886364,19.84905881,17.45317874,24.12868379,24.16978867,39.07778003,19.39934646,22.38495667,22.3314732,26.26868934,36.5888888,20.34639148,25.29426712,41.20961413,40.37195753,42.00624002,156,0.006590064,36.37797045
91776,36952,38,0.00102836,13,2,1,1,0,228,0.006170167,121,188,0,61,0,32.88292204,21.25731932,19.04956588,14.55824302,22.57188075,22.6083978,36.19884343,16.42900873,19.04809663,21.38053606,24.04943725,34.76692837,19.10226447,24.33736542,36.99005708,37.78915771,37.81796048,257,0.006954969,32.8634407
91780,35588,433,0.01216702,12,2,1,1,0,165,0.004636394,117,168,0,60,0,36.74955783,24.21396877,21.60647832,18.15054344,25.53122281,25.56965712,39.8089096,20.0494156,22.87262438,24.05379826,27.31498773,37.85627456,21.8840551,27.0291725,40.34203589,41.30011972,41.10105629,168,0.004720692,36.85780899
91789,40298,272,0.00674971,17,4,1,1,0,176,0.004367462,107,225,0,59,0,51.19897367,44.37243325,42.39170174,36.351531,45.66173748,45.69450203,56.44540194,37.82476793,39.38858407,44.7552923,46.21289588,57.15559092,42.46023584,47.7179829,41.20649099,58.75255999,41.41555515,177,0.004392278,51.2416197
91790,44710,0,0,14,4,1,1,1,95,0.002124804,105,177,0,52,0,46.55903821,36.82257893,34.39211022,29.64292094,38.13830172,38.17528085,50.90305613,31.35784353,33.50453932,36.80378048,39.39036613,50.2469905,34.62173731,39.77355608,42.44788704,52.77984806,42.90501204,87,0.001945873,46.62316323
91791,33028,1,0.00003028,14,2,0,0,0,90,0.002724961,115.5,194,0,84,0,49.12657447,39.96548927,37.67471464,32.52577112,41.27622378,41.31162818,53.51113057,34.16589177,36.12342341,40.05278869,42.35473883,53.24888129,37.80980341,43.02028474,44.02120663,55.49380332,44.4170006,97,0.002936902,49.21191011
91792,30629,6,0.00019589,4,1,0,0,0,73,0.002383362,154,196.5,0,62,25,48.87846851,40.93159617,39.06368048,33.20619521,42.2326252,42.26631314,53.80426458,34.76816743,36.50004032,41.35867743,43.08116292,54.01681549,39.01584002,44.31001585,40.17307577,55.92926543,40.45182569,68,0.002220118,48.89987722
91801,53381,0,0,13,5,1,1,1,458,0.008579832,139,178,0,65,46,30.74598753,18.39754393,16.18227396,12.07807829,19.71258459,19.7493134,33.72704448,13.97001505,16.78427041,18.50508587,21.33354446,31.93858493,16.24258523,21.47142793,37.09606489,35.19183987,37.98744944,452,0.008467432,30.76881542
91803,27715,0,0,10,1,0,0,0,277,0.009994588,136,169.5,0,64,0,28.83939286,17.36402698,15.80273395,10.4171132,18.67758965,18.71382128,32.04621107,12.2971714,14.94367172,17.9444335,19.99271085,30.75786613,15.48329078,20.81562807,35.16808096,33.66449992,36.06492853,272,0.00981418,28.76386002
93510,7786,55,0.00706396,5,2,0,0,1,20,0.002568713,137,136,0,159,0,61.23307224,42.24595236,37.86509253,46.19313767,42.5138546,42.54992019,58.47429436,47.56946518,50.85099402,38.63132309,46.97070091,49.82164671,39.94554707,38.99323822,78.0930807,57.39752578,79.07105797,20,0.002568713,61.23307224
93532,2930,17,0.00580205,1,4,0,0,2,16,0.005460751,175,175,0,0,0,81.73465948,64.95832658,61.75089242,71.7302214,64.70149878,64.72238352,76.65254926,72.4282468,75.00228076,61.49296661,68.71541518,66.68670098,63.5917289,60.56977255,104.3998369,74.33641971,105.5021132,11,0.003754266,81.69440661
93534,41430,762,0.01839247,22,4,2,2,0,76,0.00183442,89,99,0,51,0,86.95380243,67.88966498,63.41641607,71.83158942,68.18276932,68.21935608,83.96963353,73.17648249,76.42413321,64.27129026,72.65581298,74.81810165,65.51296238,64.65670679,103.7017466,82.58404474,104.6661061,72,0.001737871,87.09824293
93535,79409,768,0.00967145,28,2,0,0,0,124,0.001561536,62.5,147,0,34,0,87.35516523,68.14692695,63.55967389,71.46520743,68.54203381,68.5810975,84.84927946,72.92515036,76.23079442,64.57272912,73.01928687,75.93504461,65.6598376,65.22304761,102.7882369,83.5991177,103.7138556,117,0.001473385,87.45616709
93536,73412,437,0.00595271,19,8,0,0,3,247,0.003364573,74.5,136,0,42,20,83.3233879,64.39879195,60.04846997,68.77886825,64.62224731,64.65714672,80.03864936,70.05223137,73.2474623,60.76193168,69.07711077,70.76541485,62.13382448,61.00977807,101.1527839,78.55911833,102.1432323,261,0.003555277,83.50807421
93543,12275,151,0.01230143,4,1,0,0,0,8,0.000651731,59.5,59.5,0,0,0,79.90369769,60.95914921,56.05722754,61.8986522,61.69392245,61.73908842,79.06537455,63.64349145,67.10567347,57.75745059,65.97157057,71.59307995,58.04590709,59.23562696,90.56319721,78.63237114,91.37055026,9,0.000733198,79.87155906
93550,80645,1284,0.01592163,23,6,1,1,1,72,0.000892802,68,150,0,50,0,75.60124655,56.38667044,51.76103099,59.43624466,56.78751378,56.82661624,73.18281458,60.98260062,64.33529898,52.81922315,61.26483658,64.50601002,53.86091819,53.50105823,90.34362803,72.05986423,91.25608916,74,0.000917602,75.76794257
93551,54360,950,0.01747609,15,2,0,0,0,196,0.003605592,111,186.5,0,51,0,76.59794134,57.51683877,53.01660203,61.83603642,57.81243619,57.84919261,73.74140113,62.98402757,66.04015367,53.91268135,62.28566681,64.63460614,55.11538006,54.3359871,93.81753848,72.38979038,94.79553143,195,0.003587196,76.60791129
93553,1319,21,0.01592115,1,1,0,0,0,2,0.0015163,233,233,0,0,0,75.1660293,57.11490279,52.28811896,56.34000382,58.04823931,58.09546965,75.46776099,58.22047736,61.64102639,54.34206724,61.99040061,69.16959821,54.08408392,56.3207176,82.42470855,75.54642601,83.13939336,2,0.0015163,75.1660293
93591,7051,40,0.00567295,3,1,0,0,0,6,0.000850943,94,94,0,0,0,91.92961372,73.25304625,68.34928613,73.47488845,74.05974268,74.10582751,91.51376576,75.29512034,78.75321998,70.17770519,78.24105234,84.34789093,70.28172468,71.81439799,100.5443875,91.2352922,101.2736383,5,0.000709119,91.6740735
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#DIV/0!,
