ZIP_CODE,Population,Part_1_Crime_Count,Part_1_Crime_Per_Capita,Count_Educational_Facility,Count_Public_Safety,Count_Fire_Stations,Count_Corrective_Facility,Airbnb_Listings_Count_June,Airbnb_Listings_Per_Capita_June,Median_Price_June,Median_Price_Entire_Home/Apt_June,Median_Price_Hotel_Room_June,Median_Price_Private_Room_June,Median_Price_Shared_Room_June,LAX_Median_Distance_June_(KM),Hollywood_Walk_of_Fame_Median_Distance_June_(KM),Griffith_Park_Median_Distance_June_(KM),Walt_Disney_Concert_Hall_Median_Distance_June_(KM),TCL_Chinese_Theater_Median_Distance_June_(KM),Madame_Tussauds_Median_Distance_June_(KM),Venice_Beach_Median_Distance_June_(KM),Crypto_Arena_Median_Distance_June_(KM),California_Science_Center_Median_Distance_June_(KM),Hollywood_Sign_Median_Distance_June_(KM),La_Brea_Median_Distance_June_(KM),Getty_Center_Median_Distance_June_(KM),Griffith_Observatory_Median_Distance_June_(KM),Universal_Studios_Hollywood_Median_Distance_June_(KM),Aquarium_of_the_Pacific_Median_Distance_June_(KM),Santa_Monica_Pier_Median_Distance_June_(KM),Queen_Mary_Median_Distance_June_(KM),Airbnb_Listings_Count_Sept,Airbnb_Listings_Per_Capita_Sept,LAX_Distance_Median_Sept_(KM),log_median_price_june,log_population,log_part_1_crime_count,crime_per_10k,centrality_index
90210,19004.0,1.0,5.262e-05,4.0,6.0,1.0,1.0,601.0,0.031624921,745.5,864.0,0.0,205.5,0.0,15.8474149,7.258513401,11.64981811,14.49645567,5.986558067,5.948040105,12.47010556,13.39826685,13.34125333,9.499591395,5.145143779,7.150485468,10.07201417,7.812003464,40.68979026,12.11767876,41.8504899,590,0.031046096,15.72106755,6.6140551342047935,9.85245738142335,0.6931471805599453,0.5262,0.9522608187397889
90220,48354.0,1382.0,0.02858088,18.0,3.0,1.0,0.0,53.0,0.001096083,130.0,162.0,0.0,71.0,0.0,16.97158255,24.69164989,27.60521131,17.95024827,25.14726494,25.13398253,24.23860445,17.04190541,14.50714659,27.98440198,21.95387726,29.97380512,25.77453477,29.31049744,15.04813344,27.38507821,16.18527847,49,0.00101336,16.97158255,4.867534450455582,10.786324908151064,7.232010331664759,285.8088,0.32091492152256046
90221,50659.0,456.0,0.00900136,18.0,4.0,2.0,0.0,22.0,0.000434276,87.5,99.0,0.0,82.0,0.0,19.74832496,25.7790465,28.16664064,18.08825953,26.45862489,26.45510512,26.87069109,17.57232062,15.66682226,28.82167119,23.69207283,32.26950189,26.46930006,30.50997973,15.07002974,29.95267061,16.07058007,25,0.000493496,19.8261637,4.471638793363569,10.832891923555666,6.124683390894205,90.0136,0.2458689020218331
90222,32340.0,170.0,0.00525665,11.0,1.0,0.0,0.0,17.0,0.000525665,135.0,139.5,0.0,59.0,0.0,15.73377529,22.64166768,25.57126453,15.89763836,23.2072821,23.20093788,22.7098658,14.90959309,12.43697124,25.93491163,20.15029366,28.39842021,23.68625311,27.30859558,17.17645873,25.82287342,18.27045238,17,0.000525665,15.72428716,4.90527477843843,10.384091054112533,5.14166355650266,52.5665,0.4152280266746758
90230,31009.0,6.0,0.00019349,15.0,4.0,1.0,1.0,234.0,0.007546196,154.0,177.0,0.0,89.5,0.0,6.263035843,13.43432272,18.2938766,15.14124399,12.86016662,12.81766217,6.927219411,13.17855894,10.66414335,16.85407619,8.444773137,11.26143166,16.31894297,16.21799298,32.33799801,9.034393104,33.49908135,230,0.007417201,6.263035843,5.0369526024136295,10.342065012094494,1.9459101490553132,1.9348999999999998,0.846575325749003
90232,16554.0,2.0,0.00012082,7.0,2.0,1.0,0.0,361.0,0.021807418,197.0,207.0,365.0,78.0,0.0,8.762538149,10.83051986,15.73108471,13.62713647,10.22189717,10.18227848,8.123386442,11.75843522,9.689031964,14.21015518,5.836063876,10.04883873,13.7657571,13.62623888,34.12415324,9.764881202,35.28460353,364,0.021988643,8.796714133,5.2832037287379885,9.714443449981347,1.0986122886681096,1.2082,0.9232353829336594
90240,24853.0,0.0,0.0,4.0,2.0,0.0,0.0,27.0,0.001086388,158.0,204.0,0.0,56.0,0.0,26.67879039,24.69506435,25.25467794,15.80705435,25.76428202,25.7795169,32.40523479,16.460394,16.47950197,26.75103761,24.68045687,35.09976813,24.15117206,29.18920793,22.56684697,35.03477406,23.40168697,30,0.001207098,26.68182605,5.062595033026967,10.12077398436594,0.0,0.0,0.18771181351465382
90241,45319.0,2.0,4.413e-05,16.0,2.0,1.0,1.0,57.0,0.001257751,125.0,173.0,0.0,64.5,0.0,26.0010044,26.00816871,26.94247538,17.15489858,27.03568209,27.04854076,32.20261315,17.65379987,17.15864042,28.20799828,25.50766201,35.60387741,25.65597481,30.56834542,21.31883368,34.96504405,22.06070623,63,0.001390145,26.03702009,4.8283137373023015,10.721503715141942,1.0986122886681096,0.44129999999999997,0.14165110262650696
90242,40767.0,11.0,0.00026983,15.0,3.0,0.0,1.0,66.0,0.001618957,85.5,200.0,0.0,53.0,0.0,24.40957144,26.06049248,27.63260765,17.56492309,26.93752361,26.94270038,30.85947681,17.57254341,16.58167816,28.69349199,24.95652789,34.78710428,26.18112355,30.76455256,18.47391052,33.66899785,19.17734823,65,0.001594427,24.47459846,4.448516375942715,10.615652738931836,2.4849066497880004,2.6982999999999997,0.17013940089321172
90245,16769.0,1.0,5.963e-05,12.0,5.0,1.0,0.0,125.0,0.007454231,165.0,158.0,399.0,112.0,195.0,2.742457815,21.26065318,26.01216614,20.80060643,20.91653878,20.87675753,9.680127813,18.84306568,15.54207048,24.85176244,16.485955,18.51853831,23.95041276,24.60940815,26.22085025,13.01783995,27.32852133,114,0.006798259,2.746939559,5.10594547390058,9.727346854817254,0.6931471805599453,0.5963,0.5322109058314145
90247,47053.0,33.0,0.00070134,10.0,2.0,1.0,0.0,72.0,0.001530189,112.0,127.0,0.0,70.0,0.0,11.80716413,23.56734658,27.27005312,18.52985781,23.80675242,23.78658899,19.233008,17.10543662,13.91294361,27.10648118,19.90858727,26.14090392,25.25648424,27.95195807,17.44104567,22.47763935,18.6029258,68,0.001445179,11.80716413,4.718498871295094,10.759051157340364,3.5263605246161616,7.0134,0.4053311914164988
90248,11235.0,68.0,0.00605251,6.0,2.0,0.0,0.0,25.0,0.002225189,104.0,119.0,0.0,59.0,0.0,14.00687669,25.95071511,29.69265404,20.91417666,26.22402636,26.20648549,21.5351503,19.55765506,16.35175477,29.51185985,22.47334909,28.70209176,27.6712035,30.38624734,14.80491417,24.80618703,15.9625454,20,0.001780151,13.88240288,4.6443908991413725,9.326878188224134,4.23410650459726,60.525099999999995,0.2845044833820402
90249,26290.0,83.0,0.00315709,6.0,1.0,0.0,0.0,81.0,0.003081019,105.0,160.0,0.0,71.5,0.0,9.497784845,22.39344043,26.30832946,18.1372233,22.50058002,22.47656063,17.05194584,16.6138611,13.25331023,25.98861539,18.46791012,24.30463735,24.25464456,26.59646044,19.2192888,20.3434971,20.36623267,85,0.003233169,9.583795331,4.653960350157523,10.176981954277059,4.430816798843313,31.570899999999998,0.46755404592067545
90250,93826.0,149.0,0.00158805,26.0,5.0,1.0,1.0,340.0,0.003623729,128.0,154.0,0.0,73.0,0.0,5.883552073,20.90742867,25.23209453,18.17565741,20.8187351,20.78768899,13.37125605,16.39925286,12.93701076,24.54601354,16.5032237,21.00677949,23.13624481,24.74947534,22.69297473,16.67795708,23.8427484,352,0.003751625,5.937577103,4.852030263919617,11.449207940056342,5.0106352940962555,15.8805,0.5461447320166066
90255,69349.0,400.0,0.00576793,34.0,4.0,1.0,1.0,21.0,0.000302816,130.0,124.5,0.0,197.0,0.0,17.57635175,16.55729556,18.43114586,8.306452192,17.42151828,17.426641,22.85506455,8.085122488,6.961095756,19.30676888,15.3204382,25.33409399,16.8526694,21.27576061,24.68393455,25.31988773,25.7474703,20,0.000288396,17.7034123,4.867534450455582,11.146921425742978,5.993961427306569,57.6793,0.6485132286481269
90260,32075.0,589.0,0.01836321,14.0,2.0,1.0,0.0,128.0,0.003990647,140.0,176.0,0.0,75.5,0.0,8.359376369,23.80441891,28.10920809,20.62274756,23.78058379,23.75310702,15.9382708,18.91000887,15.46557554,27.443582,19.56849089,24.09446787,26.0153432,27.8019294,19.86358449,19.27592675,20.99119803,129,0.004021824,8.372802842,4.941642422609304,10.37586336592692,6.380122536899765,183.6321,0.4048387912455786
90262,64235.0,1453.0,0.02262007,22.0,4.0,1.0,1.0,40.0,0.000622713,133.5,185.0,71.0,93.0,0.0,18.66301971,22.9813398,25.3850769,15.34186497,23.67070031,23.66770361,25.3189973,14.77075514,12.88432579,26.02225587,21.03710774,30.10719751,23.674796,27.71526706,17.59160323,28.25765052,18.6290236,42,0.000653849,18.66301971,4.894101477840304,11.070319080181381,7.282073658093465,226.20069999999998,0.37241213211027197
90265,15918.0,224.0,0.01407212,9.0,9.0,1.0,3.0,541.0,0.033986682,713.0,733.0,0.0,266.5,0.0,32.72889252,38.75299699,42.43952615,45.45404967,37.46106255,37.41782144,25.7571577,43.84367854,42.2539099,39.93862899,35.65990119,24.93963094,41.42207205,37.22215074,59.38674952,23.03137766,60.412553,583,0.036625204,32.60523238,6.569481420414296,9.675268643355135,5.41610040220442,140.7212,-0.6610801691581495
90270,24218.0,312.0,0.01288298,7.0,1.0,1.0,0.0,10.0,0.000412916,84.0,83.0,0.0,105.5,0.0,21.82256428,18.5928926,19.65509908,9.782157,19.60738571,19.61982994,26.95654655,10.22386707,10.35278326,20.90718435,18.41627868,28.97803423,18.33903735,23.18739548,25.15898122,29.36520059,26.1259143,11,0.000454208,21.84293533,4.430816798843313,10.094892728063126,5.746203190540153,128.8298,0.5049011227726229
90274,25059.0,92.0,0.00367134,16.0,4.0,1.0,0.0,50.0,0.001995291,226.5,300.0,0.0,86.0,0.0,19.10429677,36.55507185,40.71682492,32.34080214,36.47532419,36.44356657,25.52285468,30.83616303,27.56011661,40.19399619,32.13124496,35.00405592,38.65330748,40.34958091,17.78121844,28.59829998,18.43890543,48,0.001915479,19.17225274,5.422744944923089,10.129028228450059,4.532599493153256,36.7134,-0.25142301702306497
90275,40945.0,235.0,0.00573941,15.0,2.0,0.0,0.0,135.0,0.003297106,185.0,300.0,0.0,80.0,0.0,22.48694144,39.84909417,44.20603903,35.94255879,39.78320124,39.75197258,28.4765914,34.40736363,31.14654978,43.49033599,35.41899297,38.19643972,42.11326782,43.67131861,18.02754268,31.44856403,18.69130662,129,0.003150568,22.48694144,5.220355825078324,10.620009404412524,5.4638318050256105,57.3941,-0.4402094938094812
90277,34844.0,0.0,0.0,10.0,3.0,1.0,1.0,357.0,0.010245666,189.0,221.5,399.0,113.5,33.0,11.98404083,29.78336882,34.22082344,27.00895684,29.63890948,29.60660885,18.58440619,25.27548809,21.82675518,33.4234965,25.24326749,28.00805125,32.12155607,33.49842182,19.37256265,21.79163474,20.33953726,348,0.009987372,12.00398166,5.241747015059643,10.458664933872619,0.0,0.0,0.10733358619535288
90278,42423.0,1.0,2.357e-05,10.0,1.0,0.0,0.0,157.0,0.003700823,145.0,199.0,0.0,88.0,0.0,8.598013388,25.95233384,30.34078775,23.06183642,25.83819407,25.80885165,15.82142816,21.31930534,17.85905069,29.59521652,21.4841044,24.7285574,28.24177302,29.74068324,20.30525594,19.13677648,21.40375783,163,0.003842255,8.521875445,4.976733742420574,10.655469518816966,0.6931471805599453,0.2357,0.3071962154551988
90280,91365.0,4.0,4.378e-05,31.0,4.0,1.0,1.0,47.0,0.00051442,140.5,142.0,0.0,69.0,0.0,18.84091629,20.47551533,22.6641407,12.60687823,21.25820274,21.2593539,25.03814253,12.15114818,10.65477558,23.42307739,18.98920891,28.62884102,21.01710073,25.21303854,20.79971939,27.7635181,21.82878084,43,0.00047064,18.8272009,4.945207488773801,11.422628696989069,1.6094379124341003,0.43779999999999997,0.46870155659739404
90290,6315.0,37.0,0.00585907,2.0,1.0,0.0,0.0,357.0,0.056532067,209.0,218.0,0.0,157.0,231.0,24.43009862,25.38910967,28.84002305,32.60970567,24.07847265,24.03835095,16.85422275,31.13518408,30.08045347,26.32839057,22.73074659,11.80925708,27.97196764,23.56620925,52.58483597,13.52308031,53.72192869,362,0.057323832,24.48202502,5.342334251964811,8.750841375375533,3.6375861597263857,58.5907,0.07580100499257944
90291,26324.0,5.0,0.00018994,7.0,1.0,0.0,0.0,1282.0,0.048700805,241.0,247.0,0.0,171.5,66.5,7.569772143,17.88630079,22.74333222,21.2458347,16.9778404,16.93087078,0.955756859,19.35209577,16.97722497,20.83366665,13.09981995,9.572714292,20.93369333,19.40342424,35.71659332,3.559359017,36.85111001,1259,0.047827078,7.571575781,5.484796933490655,10.178274337002176,1.791759469228055,1.8994,0.6660607125952649
90292,23982.0,455.0,0.01897256,1.0,2.0,1.0,0.0,670.0,0.02793762,260.0,274.0,151.0,128.0,0.0,6.033047767,18.25158191,23.14563259,20.90608815,17.4369837,17.39109086,1.898381776,18.97643129,16.37439956,21.36251615,13.3141746,11.08213296,21.25977616,20.14206793,34.1334927,5.10176845,35.26184824,749,0.031231757,5.986333118,5.560681631015528,10.085100525010166,6.1224928095143865,189.7256,0.6572824310115732
90301,36060.0,3.0,8.319e-05,20.0,3.0,2.0,0.0,135.0,0.00374376,122.0,138.0,91.5,74.5,0.0,5.624227077,16.26745505,20.77353715,14.43020901,16.13361994,16.10244417,11.72160108,12.52789277,9.18204523,19.89632136,11.79614562,17.3824917,18.67460023,20.05602627,26.1818829,14.66720632,27.34409733,143,0.003965613,5.56512964,4.804021044733257,10.49296722793131,1.3862943611198906,0.8319,0.7407988038971722
90303,22727.0,1.0,4.4e-05,5.0,2.0,1.0,0.0,87.0,0.003828046,154.5,171.0,123.0,94.0,0.0,7.394752138,18.38716885,22.58333393,14.98638044,18.40541756,18.37762207,14.40801332,13.2958983,9.848964887,22.02402574,14.33089004,20.56172879,20.50215213,22.48986926,23.08041618,17.55351502,24.24216668,89,0.003916047,7.327775962,5.0401940963378005,10.031352923534024,0.6931471805599453,0.44,0.6466576652566014
90304,25430.0,286.0,0.01124656,8.0,1.0,0.0,0.0,135.0,0.005308691,129.0,157.5,128.0,69.5,59.0,5.109453523,18.40658278,22.77755883,16.10503419,18.29723096,18.26666813,12.04519616,14.24745856,10.80369421,22.04942404,14.01526309,19.01455473,20.6812905,22.25683718,24.5817449,15.2333986,25.74195465,136,0.005348014,5.117768116,4.859812404361672,10.143724181276514,5.659482215759621,112.4656,0.6567152191450449
90305,14708.0,0.0,0.0,3.0,1.0,0.0,0.0,76.0,0.005167256,145.0,177.0,0.0,75.5,0.0,8.008181782,15.79214023,19.93373692,12.70001386,15.90263829,15.87739632,13.93087361,10.90440913,7.441681402,19.41507512,11.87124749,18.91707537,17.85070765,19.97598913,25.13034223,16.82966286,26.28886699,77,0.005235246,8.004128914,4.976733742420574,9.596214830319344,0.0,0.0,0.7503844656233299
90401,8101.0,1.0,0.00012344,3.0,5.0,3.0,1.0,386.0,0.047648438,237.5,233.0,0.0,285.0,0.0,11.16299802,18.03884163,22.69214116,22.78390958,16.95611988,16.90835434,3.655084666,20.99340519,19.03805089,20.53750715,13.65950838,7.12465,21.07845649,18.69478343,39.32461702,0.785018281,40.45946453,400,0.04937662,11.14553219,5.470167623474696,8.999866223762636,0.6931471805599453,1.2344,0.6249511656968229
90404,22978.0,7.0,0.00030464,7.0,2.0,1.0,0.0,245.0,0.010662373,153.5,178.0,0.0,97.5,0.0,11.3028058,16.06943238,20.74127359,20.93687308,14.99581938,14.94813273,4.427336594,19.18323258,17.41102998,18.60760101,11.74697621,5.712109769,19.10592588,16.79113376,39.1871158,2.710207477,40.33880158,245,0.010662373,11.24752168,5.033700567027251,10.042336034354935,2.0794415416798357,3.0464,0.7023036027321459
90405,27298.0,0.0,0.0,11.0,3.0,1.0,0.0,359.0,0.013151147,200.0,216.5,0.0,128.0,83.0,9.636102205,17.69982151,22.47021612,21.83537054,16.69826749,16.65057256,2.460261144,20.00547944,17.84311989,20.42700572,13.10039187,7.935281113,20.7523968,18.74914138,37.70345437,1.79992007,38.85091673,339,0.012418492,9.589988628,5.298317366548036,10.214605350465526,0.0,0.0,0.6561128053063493
90501,41787.0,7.0,0.00016752,14.0,1.0,0.0,0.0,136.0,0.003254601,120.5,135.5,216.0,53.5,25.0,15.55439384,30.31258415,34.15104614,25.51565747,30.45674021,30.43418363,22.90728595,24.08289081,20.84963084,33.89955643,26.45365328,31.59503957,32.12799869,34.57281869,13.28078758,26.22268595,14.35040489,132,0.003158877,15.55581626,4.791649752930709,10.640364495957398,2.0794415416798357,1.6752,0.08241499924085366
90502,18467.0,216.0,0.01169654,3.0,1.0,1.0,0.0,44.0,0.002382628,101.0,144.5,0.0,64.5,0.0,17.30433097,31.22438519,34.95111529,25.99469198,31.42827575,31.4070019,24.83825667,24.66974509,21.55973791,34.7792091,27.51990929,33.09624998,32.93999996,35.5633165,11.18348839,28.17687202,12.25662086,47,0.00254508,17.08644823,4.61512051684126,9.82379478362688,5.37989735354046,116.9654,0.03441407086064524
90503,43454.0,3.0,6.904e-05,15.0,4.0,1.0,1.0,97.0,0.002232246,90.0,157.0,0.0,72.0,0.0,12.33984812,29.30377226,33.5418921,25.46264268,29.23210522,29.20245168,19.47179103,23.90557534,20.55928904,32.94698746,24.94223363,28.49738601,31.47220723,33.19122722,17.19334097,22.75902329,18.2342614,95,0.00218622,12.30810256,4.499809670330265,10.67948119887156,1.3862943611198906,0.6904,0.1405549404899146
90504,33084.0,0.0,0.0,11.0,2.0,0.0,0.0,73.0,0.002206505,144.5,196.0,264.0,62.0,0.0,10.52610481,26.15455595,30.33577531,22.321169,26.13694201,26.10855365,18.03627093,20.7080485,17.28394665,29.79298781,21.90922498,26.41352478,28.25289072,30.14920701,17.76555668,21.37470611,18.90052003,72,0.002176279,10.52764459,4.973279507552487,10.40683528644616,0.0,0.0,0.29426740158336956
90505,35148.0,1.0,2.845e-05,12.0,2.0,0.0,0.0,81.0,0.002304541,105.0,200.0,141.5,79.5,0.0,16.48216498,33.31750484,37.49254551,29.4422821,33.30058829,33.27241048,23.45607748,27.87020158,24.5053573,36.95421443,29.0449622,32.63373642,35.41396959,37.29638049,14.75007643,26.70781386,15.65868794,82,0.002332992,16.61456653,4.653960350157523,10.467351447331982,0.6931471805599453,0.28450000000000003,-0.07156624195384073
90601,30078.0,69.0,0.00229404,14.0,2.0,0.0,1.0,75.0,0.002493517,137.0,177.0,0.0,77.5,0.0,34.25726137,28.78183978,28.09605653,20.20320045,30.00697417,30.03254964,39.46503105,21.40382346,22.51725129,30.05284431,29.91352025,40.80014592,27.4789252,32.78639179,29.29068732,41.83806236,29.88491694,76,0.002526764,34.23906455,4.919980925828125,10.31158253283031,4.248495242049359,22.940399999999997,-0.11828166976120269
90602,25905.0,8.0,0.00030882,3.0,3.0,1.0,1.0,45.0,0.001737116,125.0,138.0,0.0,69.0,0.0,35.08719195,30.85614122,30.33776412,22.13788732,32.04781327,32.07078411,40.65544048,23.22359477,24.02612291,32.21353617,31.71236969,42.52006192,29.64888688,34.95331318,28.01645786,43.12930368,28.53363495,46,0.001775719,35.05735009,4.8283137373023015,10.162229881090202,2.1972245773362196,3.0882,-0.21368896198596413
90603,21118.0,1.0,4.735e-05,4.0,1.0,0.0,0.0,21.0,0.000994412,57.0,115.0,0.0,54.5,0.0,38.78334954,35.53189413,35.12124228,26.76626469,36.71100179,36.73301477,44.72675692,27.78150101,28.41841545,37.00874366,36.24444414,46.9926653,34.4312654,39.71222223,28.06197362,47.30822415,28.38660485,18,0.000852353,39.17544122,4.04305126783455,9.957928388214375,0.6931471805599453,0.4735,-0.4680385127576297
90604,39276.0,271.0,0.00689989,13.0,2.0,0.0,0.0,40.0,0.001018434,117.0,158.5,0.0,86.0,0.0,35.88338965,34.2380667,34.30059139,25.37422473,35.36900287,35.38732661,42.09099366,26.19537964,26.3788192,36.00909519,34.48724453,45.00993437,33.40752546,38.57819868,24.63809882,44.79564693,25.04229907,39,0.000992973,35.88287886,4.762173934797756,10.578394384806286,5.605802066295998,68.99889999999999,-0.358925995668788
90638,45933.0,605.0,0.01317136,14.0,3.0,1.0,0.0,43.0,0.000936146,72.5,164.0,0.0,64.5,0.0,36.61814805,36.42209261,36.69139532,27.53232321,37.49140889,37.50642165,43.14116298,28.16254155,28.07160455,38.31340015,36.3122394,46.6443893,35.71530846,40.89567587,22.87209032,45.97165312,23.21213893,46,0.001001459,36.60517571,4.283586561860629,10.73496086257636,6.406879986069314,131.7136,-0.4557530644415367
90640,61382.0,18.0,0.00029325,20.0,6.0,2.0,1.0,53.0,0.000863445,155.0,160.0,0.0,116.0,0.0,28.32312024,22.26321119,21.58552637,13.66896795,23.51295104,23.54298642,33.21590221,14.85419352,16.08402222,23.49358936,23.36373507,34.25032019,20.90853249,26.23303363,29.16678118,35.44282502,29.98839104,54,0.000879737,28.34640923,5.043425116919247,11.024888202834669,2.9444389791664403,2.9325,0.24529119911969582
90650,99900.0,1551.0,0.01552553,29.0,5.0,2.0,1.0,85.0,0.000850851,82.0,115.5,0.0,61.0,0.0,30.39525006,31.32990801,32.33324159,22.63118918,32.31880343,32.32887743,36.965489,22.90195542,22.37214016,33.74347827,30.71076741,40.67344202,31.16467017,35.99133459,18.6947871,39.8352132,19.22175156,102,0.001021021,30.40729413,4.406719247264253,11.511934974596555,7.347299700743164,155.2553,-0.13645696083151665
90660,60272.0,1306.0,0.02166844,19.0,4.0,1.0,0.0,56.0,0.000929121,129.0,135.0,0.0,74.5,0.0,29.56326049,25.26150979,25.09148417,16.41823572,26.38257776,26.40100557,34.95742838,17.43972409,18.28228864,26.9263701,25.92701633,36.78318182,24.35401088,29.57931195,26.50183201,37.3704018,27.23014177,55,0.00091253,29.53727722,4.859812404361672,11.006639521246269,7.175489713624222,216.6844,0.10796318429180432
90670,17851.0,2.0,0.00011204,12.0,5.0,1.0,0.0,8.0,0.000448154,102.0,102.0,0.0,0.0,0.0,30.12292282,28.4645329,28.60635836,19.5989449,29.55371187,29.57011563,36.1387733,20.3172949,20.33275386,30.25492052,28.55780776,38.93826027,27.65392398,32.84581471,23.48408015,38.7870631,24.12848075,7,0.000392135,30.3591874,4.624972813284271,9.78987082574916,1.0986122886681096,1.1204,-0.02466194220668368
90703,48108.0,1510.0,0.03138771,25.0,3.0,1.0,0.0,25.0,0.000519664,68.5,326.0,0.0,53.5,0.0,32.989442,36.09434349,37.10581382,27.33198028,37.05609476,37.06525352,40.06834839,27.6346448,26.6868218,38.45074058,35.04776323,44.68064124,35.8731998,40.72634415,16.25536634,43.1225106,16.73142591,27,0.000561237,32.989442,4.22683374526818,10.781224548778034,7.32052696227274,313.8771,-0.3660069185681727
90704,3421.0,48.0,0.01403099,1.0,4.0,1.0,0.0,256.0,0.07483192,599.5,623.0,222.5,377.0,0.0,67.07859382,84.31333191,88.24356762,79.23864885,84.36718554,84.34062746,72.94071561,77.98771773,74.88322945,87.92571167,80.15394444,82.80304048,86.20874357,88.39732115,48.03315827,75.7708676,47.22925497,259,0.075708857,67.11072267,6.396095974467569,8.137980454452139,3.8918202981106265,140.3099,-3.091690667406904
90706,76819.0,1516.0,0.0197347,17.0,3.0,1.0,0.0,81.0,0.001054427,140.0,180.5,261.0,67.0,0.0,26.39203787,30.4068524,32.15865464,22.08579042,31.20563724,31.20951079,33.18315563,21.94928351,20.60324359,33.15385832,28.90900841,38.13536061,30.6786303,35.13768026,14.92015794,36.21889931,15.54499295,82,0.001067444,26.2712633,4.941642422609304,11.249220301899896,7.324489979348532,197.347,-0.029678231243781904
90710,26761.0,75.0,0.00280259,8.0,1.0,0.0,0.0,61.0,0.002279436,64.5,167.0,0.0,55.0,8.0,19.44149092,34.38473059,38.1886814,29.29943515,34.546748,34.5240327,26.8184723,27.96954262,24.82162914,37.96055922,30.52976771,35.46738518,36.16549447,38.65766252,10.30505934,30.13280367,11.22366515,65,0.002428908,19.44149092,4.1666652238017265,10.194738249864933,4.330733340286331,28.025900000000004,-0.12478785569770465
90712,30800.0,981.0,0.03185065,12.0,3.0,1.0,0.0,31.0,0.001006494,119.0,131.0,0.0,87.0,0.0,26.09222238,32.26038991,34.3100726,24.18575264,32.95028882,32.95169016,33.34958243,23.89008494,22.22894439,35.12091897,30.339579,39.03464383,32.70081773,36.99396214,10.61279202,36.49491113,11.39547549,33,0.001071429,26.19543367,4.77912349311153,10.335302435967074,6.889591308354466,318.5065,-0.08950069202180731
90713,28221.0,291.0,0.01031147,8.0,1.0,0.0,0.0,25.0,0.000885865,125.0,166.0,0.0,64.0,0.0,29.35916169,34.43297612,36.14441064,26.03539537,35.26725669,35.27024798,36.6915061,25.96323989,24.62603004,37.13446041,32.89415646,42.05591872,34.62947229,39.15482601,12.28028408,39.85804124,12.59542518,21,0.000744127,29.35916169,4.8283137373023015,10.247857094617705,5.676753802268282,103.1147,-0.23265137033142
